"Korporat Code","General State","MPS Lead Time","Ppc State"
"SS-SB45-EM","Confirmed","5","Confirmed"
"SS-SB50-EM","Confirmed","0","Draft"
"SS-SB45N2-EM","Confirmed","0","Draft"
"SS-SBAS-EM","Confirmed","5","Confirmed"
"M-SP-EM60ML","Confirmed","4","Confirmed"
"EM-0038-01","Confirmed","3","Confirmed"
"BUT-SB-EM100ML","Confirmed","3","Confirmed"
"P-SBA-EM","Confirmed","3","Confirmed"
"P-SBB-EM","Confirmed","3","Confirmed"
"EB-TABBL-EM","Confirmed","3","Draft"
"EB-TABBR-EM","Confirmed","3","Draft"
"FS-TAJ-EM","Confirmed","3","Draft"
"B-TBMCF1-EM","Confirmed","3","Draft"
"B-TBMCLB2-EM","Confirmed","3","Draft"
"B-TBMCA3-EM","Confirmed","3","Draft"
"B-TBMCE4-EM","Confirmed","3","Draft"
"B-TBMLPF1-EM","Confirmed","3","Draft"
"B-TBMLPLB2-EM","Confirmed","3","Draft"
"B-TBMLPA3-EM","Confirmed","3","Draft"
"B-TBMLPE4-EM","Confirmed","3","Draft"
"BBC-TBBC-EM","Confirmed","3","Draft"
"BBC-TBBL-EM","Confirmed","3","Draft"
"BBC-TBBN-EM","Confirmed","3","Draft"
"BP-T2BMIS-EM80ML","Confirmed","3","Draft"
"BP-T2BMSS-EM80ML","Confirmed","3","Draft"
"BP-T2BMPD-EM80ML","Confirmed","3","Draft"
"BP-T2BMRF-EM80ML","Confirmed","3","Draft"
"BSC-T2KW-EM100ML","Confirmed","3","Draft"
"BSC-T2PA-EM100ML","Confirmed","3","Draft"
"BSC-T2WM-EM100ML","Confirmed","3","Draft"
"HBL-T2KW-EM100ML","Confirmed","3","Draft"
"HBL-T2PA-EM100ML","Confirmed","3","Draft"
"HBL-T2WM-EM100ML","Confirmed","3","Draft"
"BO-TCLCPE-EM","Confirmed","3","Draft"
"BO-TCLCPI-EM","Confirmed","3","Draft"
"BO-TCLPBS-EM","Confirmed","3","Draft"
"BO-TCLPCB-EM","Confirmed","3","Draft"
"BO-TCLPCC-EM","Confirmed","3","Draft"
"BO-TCLPML-EM","Confirmed","3","Draft"
"BO-TCLPSC-EM","Confirmed","3","Draft"
"BO-TCLPVB-EM","Confirmed","3","Draft"
"TC-TCCB-EM","Confirmed","3","Draft"
"TC-TCCL-EM","Confirmed","3","Draft"
"TC-TCCM-EM","Confirmed","3","Draft"
"TC-TCCP-EM","Confirmed","3","Draft"
"L-T2CM01-EM5.5GR","Confirmed","3","Draft"
"L-T2CM02-EM5.5GR","Confirmed","3","Draft"
"L-T2CM03-EM5.5GR","Confirmed","3","Draft"
"L-T2CM04-EM5.5GR","Confirmed","3","Draft"
"L-T2CM05-EM5.5GR","Confirmed","3","Draft"
"L-T2CM06-EM5.5GR","Confirmed","3","Draft"
"L-T2CM07-EM5.5GR","Confirmed","3","Draft"
"CM-T2CML-EM50ML","Confirmed","3","Draft"
"L-TCMP1-EM","Confirmed","3","Draft"
"MUR-TDIS-EM","Confirmed","3","Draft"
"FW-T2DBR-EM60ML","Confirmed","3","Draft"
"EB-TDABL-EM","Confirmed","3","Draft"
"EB-TDABR-EM","Confirmed","3","Draft"
"FW-T2DBL-EM60ML","Confirmed","3","Draft"
"FT-TDTM-EM","Confirmed","3","Draft"
"EL-TEDCPBL-EM","Confirmed","3","Draft"
"EL-TEDCPBR-EM","Confirmed","3","Draft"
"EL-TEDCPDP-EM","Confirmed","3","Draft"
"EL-TEDPBL-EM","Confirmed","3","Draft"
"EL-TEDPB-EM","Confirmed","3","Draft"
"EL-TEDPBR-EM","Confirmed","3","Draft"
"EL-TEDPG-EM","Confirmed","3","Draft"
"EL-TEDPPP-EM","Confirmed","3","Draft"
"FM-TGS-EM","Confirmed","3","Draft"
"FM-T2MGT-EM60ML","Confirmed","3","Draft"
"L-TLSBN-EM","Confirmed","3","Draft"
"L-TLSCP-EM","Confirmed","3","Draft"
"L-TLSCR-EM","Confirmed","3","Draft"
"L-TLSWB-EM","Confirmed","3","Draft"
"REM-TMWDC-EM100ML","Confirmed","3","Draft"
"M-T2IAB-EM50ML","Confirmed","3","Draft"
"LB-TMFT01SQAD-EM","Confirmed","3","Draft"
"LB-TMFT02LQ-EM","Confirmed","3","Draft"
"LB-TMFT02LQAD-EM","Confirmed","3","Draft"
"LB-TMFT03PQ-EM","Confirmed","3","Draft"
"LB-TMFT03PQAD-EM","Confirmed","3","Draft"
"LB-TMFT04SQ-EM","Confirmed","3","Draft"
"LB-TMFT04SQAD-EM","Confirmed","3","Draft"
"LB-TMFT05DQ-EM","Confirmed","3","Draft"
"LB-TMFT05DQAD-EM","Confirmed","3","Draft"
"LB-TMFT06SQ-EM","Confirmed","3","Draft"
"LB-TMFT06SQAD-EM","Confirmed","3","Draft"
"LB-TMFT07IQ-EM","Confirmed","3","Draft"
"LB-TMFT08SQ-EM","Confirmed","3","Draft"
"LB-TMFT09PQ-EM","Confirmed","3","Draft"
"LB-TMFT10RQ-EM","Confirmed","3","Draft"
"NPOL-TWB01TT-EM","Confirmed","3","Draft"
"NPOL-TWB02BR-EM","Confirmed","3","Draft"
"NPOL-TWB03MB-EM","Confirmed","3","Draft"
"NPOL-TWB04YT-EM","Confirmed","3","Draft"
"NPOL-TWB05WS-EM","Confirmed","3","Draft"
"NPOL-TWB06WC-EM","Confirmed","3","Draft"
"NPOL-TWB07PC-EM","Confirmed","3","Draft"
"NPOL-TWB08CFF-EM","Confirmed","3","Draft"
"NPOL-TWB09FC-EM","Confirmed","3","Draft"
"L-TOSK01TMP-EM","Confirmed","3","Draft"
"L-TOSK02CR-EM","Confirmed","3","Draft"
"L-TOSK03PC-EM","Confirmed","3","Draft"
"L-TOSK04FP-EM","Confirmed","3","Draft"
"L-TOSK05CP-EM","Confirmed","3","Draft"
"L-TOSK06JJ-EM","Confirmed","3","Draft"
"L-TOSK07JB-EM","Confirmed","3","Draft"
"L-TOSK08FC-EM","Confirmed","3","Draft"
"L-TOSK09OS-EM","Confirmed","3","Draft"
"L-TOSK10PB-EM","Confirmed","3","Draft"
"L-TOUTF2-EM","Confirmed","3","Draft"
"L-TOUTP3-EM","Confirmed","3","Draft"
"L-TOUTS4-EM","Confirmed","3","Draft"
"ES-TPRPBS-EM","Confirmed","3","Draft"
"ES-T2PRPBK-EM3.3GR","Confirmed","3","Draft"
"ES-TPRPCB-EM","Confirmed","3","Draft"
"ES-T2PRPFD-EM3.3GR","Confirmed","3","Draft"
"ES-TPRPGI-EM","Confirmed","3","Draft"
"ES-TPRPNS-EM","Confirmed","3","Draft"
"ES-T2PRPPH-EM3.3GR","Confirmed","3","Draft"
"ES-TPRPPG-EM","Confirmed","3","Draft"
"ES-TPRPRP-EM","Confirmed","3","Draft"
"SG-TDA-EM","Confirmed","3","Draft"
"LB-T2SCJ-EM3.7GR","Confirmed","3","Draft"
"LB-T2SLN-EM3.7GR","Confirmed","3","Draft"
"L-TSM01E-EM","Confirmed","3","Draft"
"L-TSM02U-EM","Confirmed","3","Draft"
"L-TSM03F-EM","Confirmed","3","Draft"
"L-TSM04L-EM","Confirmed","3","Draft"
"L-TSM05F-EM","Confirmed","3","Draft"
"L-TSM06R-EM","Confirmed","3","Draft"
"MASK-TSLA-EM","Confirmed","3","Draft"
"FS-T2SR-EM60ML","Confirmed","3","Draft"
"LB-TSR-EM","Confirmed","3","Draft"
"L-TSR02CD-EM","Confirmed","3","Draft"
"L-TSR04MM-EM","Confirmed","3","Draft"
"M-T2SP-EM60ML","Confirmed","3","Draft"
"FT-TTBS-EM","Confirmed","3","Draft"
"EB-TTS-EM","Confirmed","3","Draft"
"CM-T2SDCO-EM60ML","Confirmed","3","Draft"
"FT-TWP-EM","Confirmed","3","Draft"
"L-TCEN2-EM","Confirmed","3","Draft"
"L-TCEP3-EM","Confirmed","3","Draft"
"L-TCCR5-EM","Confirmed","3","Draft"
"L-TCCF6-EM","Confirmed","3","Draft"
"L-TCSP7-EM","Confirmed","3","Draft"
"FT-TBS-EM50ML","Confirmed","4","Confirmed"
"EB-TS-EM2.9GR","Confirmed","5","Confirmed"
"CM-SDCO-EM60ML","Confirmed","5","Confirmed"
"L-LLS01-EM","Confirmed","5","Confirmed"
"L-LLS02-EM","Confirmed","5","Confirmed"
"L-LLS03-EM","Confirmed","5","Confirmed"
"L-LLS04-EM","Confirmed","5","Confirmed"
"FT-WP-EM50ML","Confirmed","5","Confirmed"
"L-CEN2-EM3.8GR","Confirmed","4","Confirmed"
"L-CEP3-EM3.8GR","Confirmed","4","Confirmed"
"L-CSO4-EM3.8GR","Confirmed","4","Confirmed"
"L-CCR5-EM3.8GR","Confirmed","4","Confirmed"
"L-CCF6-EM3.8GR","Confirmed","4","Confirmed"
"L-CSP7-EM3.8GR","Confirmed","4","Confirmed"
"SS-SBAT30N2-EM","Confirmed","5","Confirmed"
"P-EFSLBPEGS-W","Confirmed","3","Confirmed"
"P-EFSLBPES-W","Confirmed","3","Confirmed"
"TC-W0EB4C1-W14GR","Confirmed","3","Confirmed"
"TC-W0ESPC2-W14GR","Confirmed","3","Confirmed"
"TC-W0ESBC3-W14GR","Confirmed","3","Confirmed"
"TC-W0ENC4-W14GR","Confirmed","3","Confirmed"
"TC-W0ECBC5-W14GR","Confirmed","3","Confirmed"
"EL-LB-MO1,8ML","Confirmed","3","Confirmed"
"ES-W1A-W4,2GR","Confirmed","0","Confirmed"
"ES-W1B-W4,2GR","Confirmed","0","Confirmed"
"ES-W1C-W4,2GR","Confirmed","0","Confirmed"
"ES-W1D-W4,2GR","Confirmed","0","Confirmed"
"ES-W1E-W4,2GR","Confirmed","0","Confirmed"
"ES-W1F-W4,2GR","Confirmed","0","Confirmed"
"ES-W1G-W4,2GR","Confirmed","0","Confirmed"
"ES-W0H-W4,2GR","Confirmed","0","Confirmed"
"ES-W0I-W4,2GR","Confirmed","0","Confirmed"
"ES-W0J-W4,2GR","Confirmed","0","Confirmed"
"ES-W0K-W4,2GR","Confirmed","0","Confirmed"
"ES-W0L-W4,2GR","Confirmed","0","Confirmed"
"ES-W0M-W4,2GR","Confirmed","0","Confirmed"
"ES-W0N-W4,2GR","Confirmed","0","Confirmed"
"ES-ECL-W4.2GR","Confirmed","0","Confirmed"
"ES-EPS-W4.2GR","Confirmed","0","Confirmed"
"MUP-NMFMU-WBH","Confirmed","0","Draft"
"MUP-NMFMUHR-WBH","Confirmed","3","Draft"
"MUP-NMFMUHJ-WBH","Confirmed","3","Draft"
"FTR-NMFACTW-WBH","Confirmed","3","Draft"
"FTR-NMFACNS-WBH","Confirmed","3","Draft"
"FTR-NMFAGTW-WBH","Confirmed","3","Draft"
"FTR-NMFWSS-WBH","Confirmed","3","Draft"
"P-FCLS-W","Confirmed","0","Draft"
"P-FHRS-W","Confirmed","0","Draft"
"FTR-NMFLS-WBH","Confirmed","3","Draft"
"FTR-NMFLSTW-WBH","Confirmed","3","Draft"
"FTR-NMFNDS-WBH","Confirmed","3","Draft"
"FTR-NMFNDTW-WBH","Confirmed","3","Draft"
"FTR-NMFAAGS-WBH","Confirmed","3","Draft"
"FW-D14-Z60ML","Confirmed","4","Confirmed"
"FTR-NMFWSTW-WBH","Confirmed","3","Draft"
"P-CD2-W","Confirmed","4","Confirmed"
"GWP-HSHT-P","Confirmed","0","Draft"
"MY-GWPWRD-W","Confirmed","3","Draft"
"ES-GPGO-W2","Confirmed","3","Confirmed"
"ES-GPSI-W2","Confirmed","3","Confirmed"
"P-GEL20-W","Confirmed","3","Confirmed"
"P-GWSL20-W","Confirmed","3","Confirmed"
"MUP-NMHRD-WBH","Confirmed","3","Draft"
"HT-P1A1-P200D","Confirmed","5","Confirmed"
"HT-P1G-P2","Confirmed","3","Confirmed"
"HT-P1G-P200","Confirmed","4","Confirmed"
"HT-P1G-P200D","Confirmed","5","Confirmed"
"HT-P1G-P450","Confirmed","4","Confirmed"
"HT-P1Y1-P2","Confirmed","3","Confirmed"
"HT-P1Y1-P200","Confirmed","4","Confirmed"
"HT-P1Y1-P200D","Confirmed","5","Confirmed"
"HT-P1Y1-P450","Confirmed","4","Confirmed"
"HT-P1G1-P2","Confirmed","3","Confirmed"
"HT-P1G1-P200","Confirmed","4","Confirmed"
"HT-P1G1-P200D","Confirmed","5","Confirmed"
"HT-P1G1-P450","Confirmed","3","Confirmed"
"HT-P1G1-P5","Confirmed","3","Confirmed"
"HT-P1SEL2-P200D","Confirmed","4","Confirmed"
"HT-P1SEL2-P450","Confirmed","3","Confirmed"
"HT-P1SRL-P200D","Confirmed","3","Confirmed"
"HT-P1SRL-P450","Confirmed","4","Confirmed"
"HW-DC20-P","Waiting for Approval","0","Draft"
"MUP-NMHJD-WBH","Confirmed","3","Draft"
"CLC-CCS1.10NBB-IX100","Confirmed","3","Confirmed"
"CLC-CCS2NDB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS3NDBR-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS4NB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS4.5MB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS4.62RVB-IX100","Confirmed","3","Confirmed"
"CLC-CCS5NLB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS5.2LVB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS5.33IGLB-IX10","Confirmed","3","Confirmed"
"CLC-CCS5.4LCB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS5.5LMB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS5.56LRMB-IX10","Confirmed","3","Confirmed"
"CLC-CCS5.6LRB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS5.73LAB-IX100","Confirmed","3","Confirmed"
"CLC-CCS6NDBL-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS6003DWNB-IX10","Confirmed","3","Confirmed"
"CLC-CCS6.01DANB-IX10","Confirmed","3","Confirmed"
"CLC-CCS6.03SNDB-IX10","Confirmed","3","Confirmed"
"CLC-CCS6.11DMB-IX100","Confirmed","3","Confirmed"
"CLC-CCS6.2DVB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS6.3DGB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS6.32DBB-IX100","Confirmed","3","Confirmed"
"CLC-CCS6.35DCB-IX100","Confirmed","3","Confirmed"
"CLC-CCS6.4DCB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS6.43DCGB-IX10","Confirmed","3","Confirmed"
"CLC-CCS6.5DMB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS6.6DRB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS7NBL-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS7.01ANB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.03SNB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.3GB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS7.32BB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS7.33IGB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.35CB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS7.43CGB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.44ICB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.66IRB-IX100","Confirmed","3","Confirmed"
"CLC-CCS7.73AB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS7.8CB-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS8NLBL-IX100ML","Confirmed","3","Confirmed"
"CLC-CCS8.11LMB-IX100","Confirmed","3","Confirmed"
"CLC-CCS8.3LGB-IX100M","Confirmed","3","Confirmed"
"CLC-CCS8.35LCB-IX100","Confirmed","3","Confirmed"
"CLC-CCS8.43LCGB-IX10","Confirmed","3","Confirmed"
"CLD-CCA40V-IX150ML","Confirmed","5","Confirmed"
"CLD-CCA10V-IX150ML","Confirmed","5","Confirmed"
"CLD-CCA20V-IX150ML","Confirmed","5","Confirmed"
"CLD-CCA30V-IX150ML","Confirmed","5","Confirmed"
"CLD-CCA40V-IX1000ML","Confirmed","3","Confirmed"
"CLD-CCA10V-IX1000ML","Confirmed","3","Confirmed"
"CLD-CCA20V-IX1000ML","Confirmed","3","Confirmed"
"CLD-CCA30V-IX1000ML","Confirmed","3","Confirmed"
"HC-GD-IX240ML","Confirmed","5","Confirmed"
"HC-GD-IX750ML","Confirmed","5","Confirmed"
"S-GD-IX240ML","Confirmed","5","Confirmed"
"S-GD-IX750ML","Confirmed","5","Confirmed"
"HCB-GD-IX250ML","Confirmed","5","Confirmed"
"HCB-GD-IX500ML","Confirmed","5","Confirmed"
"HCB-PCC-IX250ML","Confirmed","5","Confirmed"
"HCB-PCC-IX500ML","Confirmed","5","Confirmed"
"HCB-PPC-IX250ML","Confirmed","5","Confirmed"
"HCB-PPC-IX500ML","Confirmed","5","Confirmed"
"HCB-PSP-IX250ML","Confirmed","5","Confirmed"
"HCB-PSP-IX500ML","Confirmed","5","Confirmed"
"HCB-PVA-IX250ML","Confirmed","5","Confirmed"
"HCB-PVA-IX500ML","Confirmed","5","Confirmed"
"HC-PBCA-IX240ML","Confirmed","3","Confirmed"
"HC-PBCA-IX750ML","Confirmed","3","Confirmed"
"LSP-PBCACS-IX240ML","Confirmed","5","Confirmed"
"S-PBCA-IX240ML","Confirmed","5","Confirmed"
"S-PBCA-IX750ML","Confirmed","3","Confirmed"
"HC-PCB-IX240ML","Confirmed","3","Confirmed"
"HC-PCB-IX750ML","Confirmed","3","Confirmed"
"HM-PCB-IX250ML","Confirmed","5","Confirmed"
"HM-PCB-IX500ML","Confirmed","5","Confirmed"
"LSP-PCB-IX240ML","Confirmed","3","Confirmed"
"S-PCB-IX240ML","Confirmed","5","Confirmed"
"S-PCB-IX750ML","Confirmed","5","Confirmed"
"HSM-PCBSS-IX33ML","Confirmed","5","Confirmed"
"HC-PD-IX240ML","Confirmed","3","Confirmed"
"HC-PD-IX750ML","Confirmed","3","Confirmed"
"S-PD-IX240ML","Confirmed","3","Confirmed"
"S-PD-IX750ML","Confirmed","3","Confirmed"
"HT-PD-IX240ML","Confirmed","3","Confirmed"
"HC-PISM-IX240ML","Confirmed","5","Confirmed"
"HC-PISM-IX750ML","Confirmed","5","Confirmed"
"LCL-PISM-IX125ML","Confirmed","3","Confirmed"
"LSP-PISMCS-IX240ML","Confirmed","5","Confirmed"
"HM-PISM-IX250ML","Confirmed","5","Confirmed"
"HM-PISM-IX500ML","Confirmed","5","Confirmed"
"LSC-PISMLO-IX33ML","Confirmed","5","Confirmed"
"S-PISM-IX240ML","Confirmed","5","Confirmed"
"S-PISM-IX750ML","Confirmed","5","Confirmed"
"HC-PIST-IX240ML","Confirmed","3","Confirmed"
"HC-PIST-IX750ML","Confirmed","3","Confirmed"
"HM-PIST-IX250ML","Confirmed","3","Confirmed"
"HM-PIST-IX500ML","Confirmed","3","Confirmed"
"LSC-PIST-IX33ML","Confirmed","3","Confirmed"
"S-PIST-IX240ML","Confirmed","3","Confirmed"
"S-PIST-IX750ML","Confirmed","3","Confirmed"
"HT-PIST-IX240ML","Confirmed","3","Confirmed"
"HC-PTC-IX240ML","Confirmed","5","Confirmed"
"HC-PTC-IX750ML","Confirmed","5","Confirmed"
"HM-PTC-IX250ML","Confirmed","5","Confirmed"
"HM-PTC-IX500ML","Confirmed","5","Confirmed"
"LSP-PTCRS-IX240ML","Confirmed","5","Confirmed"
"S-PTC-IX240ML","Confirmed","5","Confirmed"
"S-PTC-IX750ML","Confirmed","5","Confirmed"
"LSC-PTCVS-IX33ML","Confirmed","5","Confirmed"
"P-SCPNLN-IX","Confirmed","3","Confirmed"
"P-SCPNLR-IX","Confirmed","3","Confirmed"
"P-SCPNLS-IX","Confirmed","3","Confirmed"
"HC-SPAE-IX240ML","Confirmed","5","Confirmed"
"HC-SPAE-IX750ML","Confirmed","5","Confirmed"
"S-SPAE-IX240ML","Confirmed","5","Confirmed"
"S-SPAE-IX750ML","Confirmed","5","Confirmed"
"HCB-SPAE-IX250ML","Confirmed","5","Confirmed"
"HCB-SPAE-IX500ML","Confirmed","5","Confirmed"
"N-SSNC-IX360ML","Confirmed","5","Confirmed"
"N-SSNC-IX500ML","Confirmed","3","Confirmed"
"LU-SSSCN-IX250ML","Confirmed","5","Confirmed"
"LU-SSSCR-IX250ML","Confirmed","5","Confirmed"
"LU-SSSCS-IX250ML","Confirmed","5","Confirmed"
"LU-SSSCN-IX500ML","Confirmed","3","Confirmed"
"LU-SSSCR-IX500ML","Confirmed","3","Confirmed"
"LU-SSSCS-IX500ML","Confirmed","3","Confirmed"
"P-SCPNLN-IX2X100ML","Confirmed","3","Confirmed"
"P-SCPNLR-IX2X100ML","Confirmed","3","Confirmed"
"P-SCPNLS-IX2X100ML","Confirmed","3","Confirmed"
"PRM-RRIPSP-W","Confirmed","4","Confirmed"
"EB-IPBC-W","Confirmed","0","Draft"
"EB-RIPBA-W","Confirmed","0","Draft"
"EB-RIPBB-W","Confirmed","0","Draft"
"EB-IPEM03-W","Confirmed","0","Draft"
"EB-IPEM04-W","Confirmed","0","Draft"
"EB-IPEM05-W","Confirmed","0","Draft"
"EB-RIPEM01-W","Confirmed","0","Draft"
"EB-RIPEM02-W","Confirmed","0","Draft"
"CON-IP01-W","Waiting for Approval","5","Confirmed"
"CON-IP02-W","Waiting for Approval","5","Confirmed"
"CON-IP03-W","Waiting for Approval","5","Confirmed"
"CON-IP04-W","Waiting for Approval","5","Confirmed"
"CON-IP05-W","Waiting for Approval","5","Confirmed"
"CON-IP06-W","Waiting for Approval","5","Confirmed"
"P-IPRB-W","Confirmed","3","Confirmed"
"L-RIPEI01-W","Confirmed","4","Confirmed"
"L-RIPEI02-W","Confirmed","4","Confirmed"
"L-RIPEI03-W","Confirmed","4","Confirmed"
"L-RIPEI04-W","Confirmed","4","Confirmed"
"L-RIPEI05-W","Confirmed","4","Confirmed"
"L-RIPEI06-W","Confirmed","4","Confirmed"
"L-RIPEI07-W","Confirmed","4","Confirmed"
"L-RIPEI08-W","Confirmed","4","Confirmed"
"FA-IPLGH01-W","Confirmed","5","Confirmed"
"FA-IPLGH02-W","Confirmed","5","Confirmed"
"EL-IPHBR-W","Confirmed","0","Draft"
"EL-R2IPHPB-W","Confirmed","3","Confirmed"
"LB-IPJ01-W","Confirmed","3","Confirmed"
"LB-IPJ02-W","Confirmed","3","Confirmed"
"LB-IPJ03-W","Confirmed","3","Confirmed"
"L-RRIPLMP01-W","Confirmed","4","Confirmed"
"L-RRIPLMP02-W","Confirmed","4","Confirmed"
"L-RRIPLMP03-W","Confirmed","4","Confirmed"
"L-RRIPLMP04-W","Confirmed","4","Confirmed"
"L-RRIPLMP05-W","Confirmed","4","Confirmed"
"L-RRIPLMP06-W","Confirmed","4","Confirmed"
"L-RRIPLMP07-W","Confirmed","4","Confirmed"
"L-RRIPLMP08-W","Confirmed","4","Confirmed"
"L-RRIPLMP09-W","Confirmed","4","Confirmed"
"TC-IPPF01-W","Confirmed","5","Confirmed"
"TC-IPPF02-W","Confirmed","5","Confirmed"
"TC-IPPF03-W","Confirmed","5","Confirmed"
"TC-IPPF04-W","Confirmed","5","Confirmed"
"TC-IPPF05-W","Confirmed","5","Confirmed"
"TC-IPPF06-W","Confirmed","5","Confirmed"
"L-IPMLMP10-W","Confirmed","4","Confirmed"
"L-IPMLMP11-W","Confirmed","4","Confirmed"
"L-IPMLMP12-W","Confirmed","4","Confirmed"
"L-IPMLMP13-W","Confirmed","4","Confirmed"
"L-IPMLMP14-W","Confirmed","4","Confirmed"
"L-IPMLMP15-W","Confirmed","4","Confirmed"
"B-IPQSP11-W","Confirmed","5","Confirmed"
"B-IPQSP12-W","Confirmed","5","Confirmed"
"B-IPQSP13-W","Confirmed","5","Confirmed"
"B-IPQSP14-W","Confirmed","5","Confirmed"
"B-IPQSP15-W","Confirmed","5","Confirmed"
"B-IPQSP16-W","Confirmed","5","Confirmed"
"P-IPRA-W","Confirmed","3","Confirmed"
"TC-RIPPF01-W","Confirmed","3","Confirmed"
"TC-RIPPF02-W","Confirmed","3","Confirmed"
"TC-RIPPF03-W","Confirmed","3","Confirmed"
"TC-RIPPF04-W","Confirmed","3","Confirmed"
"TC-RIPPF05-W","Confirmed","3","Confirmed"
"TC-RIPPF06-W","Confirmed","3","Confirmed"
"CUS-REFIPRVA-W","Confirmed","5","Confirmed"
"CUS-REFIPRVB-W","Confirmed","5","Confirmed"
"CUS-REFIPRVC-W","Confirmed","5","Confirmed"
"CUS-REFIPRVD-W","Confirmed","5","Confirmed"
"CUS-REFIPRVE-W","Confirmed","5","Confirmed"
"CUS-REFIPRVF-W","Confirmed","5","Confirmed"
"F-IPSF11-W","Confirmed","5","Confirmed"
"F-IPSF12-W","Confirmed","5","Confirmed"
"F-IPSF13-W","Confirmed","5","Confirmed"
"F-IPSF14-W","Confirmed","5","Confirmed"
"F-IPSF15-W","Confirmed","5","Confirmed"
"F-IPSF16-W","Confirmed","5","Confirmed"
"CUS-IPA-W","Confirmed","5","Confirmed"
"CUS-IPB-W","Confirmed","5","Confirmed"
"CUS-IPC-W","Confirmed","5","Confirmed"
"CUS-IPD-W","Confirmed","5","Confirmed"
"CUS-IPE-W","Confirmed","5","Confirmed"
"CUS-IPF-W","Confirmed","5","Confirmed"
"ES-IPB-W","Confirmed","3","Confirmed"
"ES-IPA-W","Confirmed","3","Confirmed"
"P-IPR1-W","Confirmed","4","Confirmed"
"P-IPR3-W","Confirmed","4","Confirmed"
"BP-WSEDTN3-KA","Confirmed","5","Confirmed"
"HBW-R-KA","Confirmed","4","Confirmed"
"SRM-RABS-KA","Confirmed","4","Confirmed"
"SRM-ABS-KA","Confirmed","4","Confirmed"
"FT-KFT-KA","Confirmed","4","Confirmed"
"D-RRO-KA","Confirmed","5","Confirmed"
"POM-BHPH-KA","Confirmed","0","Draft"
"HBW-EB-KA","Confirmed","5","Confirmed"
"SRM-FS-KA","Confirmed","5","Confirmed"
"D-NSDH-KA","Waiting for Approval","0","Draft"
"SS-NSFBH-KA","Confirmed","0","Draft"
"D-RO01-KA","Confirmed","6","Confirmed"
"D-RO02-KA","Confirmed","5","Confirmed"
"HP-DTHP-KA","Confirmed","3","Confirmed"
"P-FTK-KA","Confirmed","5","Confirmed"
"HBW-RPEHB-KA","Confirmed","4","Confirmed"
"HBW-EHB-KA","Confirmed","5","Confirmed"
"HBW-EHBN2-KA","Confirmed","6","Confirmed"
"FMI-MS-KA","Confirmed","5","Confirmed"
"FW-FW01-KA","Confirmed","5","Confirmed"
"FS-SGESEC-KA","Confirmed","4","Confirmed"
"POM-BHPM-KA","Confirmed","5","Confirmed"
"POM-BHPW-KA","Confirmed","5","Confirmed"
"P-HU-KA","Confirmed","3","Confirmed"
"P-KP1-KA","Confirmed","4","Confirmed"
"BP-HRPON2-KA","Confirmed","0","Draft"
"BP-HREDT-KA","Confirmed","5","Confirmed"
"BP-HREDTN3-KA","Confirmed","5","Confirmed"
"P-SCPHF-KA","Confirmed","0","Draft"
"P-LP1-KA","Confirmed","5","Confirmed"
"P-FC-KA","Confirmed","0","Draft"
"P-KP3-KA","Confirmed","4","Confirmed"
"BP-IWEDTN2-KA","Confirmed","0","Draft"
"BP-IWEDT-KA","Confirmed","5","Confirmed"
"BP-IWEDTN3-KA","Confirmed","5","Confirmed"
"P-SCPIW-KA","Confirmed","0","Draft"
"P-LP2-KA","Confirmed","5","Confirmed"
"L-LBH-KA","Confirmed","0","Draft"
"HBW-NFSEBW-KA","Confirmed","0","Draft"
"HBW-NFSEHBN2-KA","Confirmed","0","Draft"
"SRM-NFSFS-KA","Confirmed","0","Draft"
"FS-NFSGE-KA","Confirmed","8","Confirmed"
"BP-NFSHRPO-KA","Confirmed","5","Confirmed"
"BP-NFSIWPO-KA","Confirmed","5","Confirmed"
