"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"MY-BCLCLPB-W/I0001","MY-BCLCLPB-W/I0001","[MY-BCLCLPB-W] Malaysia Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004540","Confirmed","SL","Pc(s)"
"MY-BCLCLPD-W/I0003","MY-BCLCLPD-W/I0003","[MY-BCLCLPD-W] Malaysia Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","J6","2023-01-30","2023-01-31","PTI: Jatake 6 - Kemas","MO/230004542","Confirmed","SL","Pc(s)"
"MY-FTBST-EM/I0001","MY-FTBST-EM/I0001","[MY-FTBST-EM] Malaysia Emina Bright Stuff Face Toner 100 ml","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004544","Confirmed","SL","Pc(s)"
"MY-FSBSFS-EM/I0001","MY-FSBSFS-EM/I0001","[MY-FSBSFS-EM] Malaysia Emina Bright Stuff Face Scrub 50 ml","J6","2023-01-30","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004546","Confirmed","SL","Pc(s)"
"MY-SRMBSS-EM/I0001","MY-SRMBSS-EM/I0001","[MY-SRMBSS-EM] Malaysia Emina Bright Stuff Face Serum 30 ml","J6","2023-01-30","2023-01-31","PTI: Jatake 6 - Kemas","MO/230004548","Confirmed","SL","Pc(s)"
"MY-MRWSDCN2-W/I0004","MY-MRWSDCN2-W/I0004","[MY-MRWSDCN2-W] Malaysia Wardah Crystal Secret Brightening Day Cream 30 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004550","Confirmed","SL","Pc(s)"
"MY-MRWSNCN2-W/I0003","MY-MRWSNCN2-W/I0003","[MY-MRWSNCN2-W] Malaysia Wardah Crystal Secret Bright Activating Night Cream 30 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004552","Confirmed","SL","Pc(s)"
"MY-SRMRWSIBS-W/I0005","MY-SRMRWSIBS-W/I0005","[MY-SRMRWSIBS-W] Malaysia Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004554","Confirmed","SL","Pc(s)"
"MY-FWRWSABHA-W/I0003","MY-FWRWSABHA-W/I0003","[MY-FWRWSABHA-W] Malaysia Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004556","Confirmed","SL","Pc(s)"
"MY-EBEXPMBD01-W/I0001","MY-EBEXPMBD01-W/I0001","[MY-EBEXPMBD01-W] Malaysia Wardah Eyexpert Matic Brow Definer 01 LIGHT BROWN 0.25 g","J6","2023-02-03","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004558","Confirmed","SL","Pc(s)"
"MY-EBEXPMBD02-W/I0003","MY-EBEXPMBD02-W/I0003","[MY-EBEXPMBD02-W] Malaysia Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004560","Confirmed","SL","Pc(s)"
"MY-EBEXPMBD03-W/I0002","MY-EBEXPMBD03-W/I0002","[MY-EBEXPMBD03-W] Malaysia Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g","J6","2023-01-30","2023-01-31","PTI: Jatake 6 - Kemas","MO/230004561","Confirmed","SL","Pc(s)"
"MY-BOCOCBMM-W/I0001","MY-BOCOCBMM-W/I0001","[MY-BOCOCBMM-W] Malaysia Wardah Colorfit Cream Blush 02 MERRY MAUVE 3 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004563","Confirmed","SL","Pc(s)"
"MY-BOCOCBSC-W/I0001","MY-BOCOCBSC-W/I0001","[MY-BOCOCBSC-W] Malaysia Wardah Colorfit Cream Blush 01 SAND CORAL 3 g","J6","2023-02-01","2023-02-02","PTI: Jatake 6 - Kemas","MO/230004565","Confirmed","SL","Pc(s)"
"MY-BOCOCBSP-W/I0001","MY-BOCOCBSP-W/I0001","[MY-BOCOCBSP-W] Malaysia Wardah Colorfit Cream Blush 03 SUMMER PEACH 3 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004567","Confirmed","SL","Pc(s)"
"MY-CUSCLCA-W/I0003","MY-CUSCLCA-W/I0003","[MY-CUSCLCA-W] Malaysia Wardah Colorfit Perfect Glow Cushion 11C Pink Fair","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004569","Confirmed","SL","Pc(s)"
"MY-CUSCLCB-W/I0001","MY-CUSCLCB-W/I0001","[MY-CUSCLCB-W] Malaysia Wardah Colorfit Perfect Glow Cushion 22N Light Ivory","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004571","Confirmed","SL","Pc(s)"
"MY-CUSCLCC-W/I0004","MY-CUSCLCC-W/I0004","[MY-CUSCLCC-W] Malaysia Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004573","Confirmed","SL","Pc(s)"
"MY-CUSCLCD-W/I0004","MY-CUSCLCD-W/I0004","[MY-CUSCLCD-W] Malaysia Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004575","Confirmed","SL","Pc(s)"
"MY-CUSCLCE-W/I0004","MY-CUSCLCE-W/I0004","[MY-CUSCLCE-W] Malaysia Wardah Colorfit Perfect Glow Cushion 33W Olive Beige","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004577","Confirmed","SL","Pc(s)"
"MY-CUSCLCF-W/I0003","MY-CUSCLCF-W/I0003","[MY-CUSCLCF-W] Malaysia Wardah Colorfit Perfect Glow Cushion 43W Golden Sand","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004579","Confirmed","SL","Pc(s)"
"MY-CUSCLCG-W/I0003","MY-CUSCLCG-W/I0003","[MY-CUSCLCG-W] Malaysia Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004580","Confirmed","SL","Pc(s)"
"MY-CUSCLCH-W/I0001","MY-CUSCLCH-W/I0001","[MY-CUSCLCH-W] Malaysia Wardah Colorfit Perfect Glow Cushion 52N Almond","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004582","Confirmed","SL","Pc(s)"
"MY-FACLFLMHCP-W/I0003","MY-FACLFLMHCP-W/I0003","[MY-FACLFLMHCP-W] Malaysia Wardah Colorfit Highlight Contour Palette 01 Light","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004584","Confirmed","SL","Pc(s)"
"MY-LSLWCA-W/I0001","MY-LSLWCA-W/I0001","[MY-LSLWCA-W] Malaysia Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004586","Confirmed","SL","Pc(s)"
"MY-LSLWCC-W/I0001","MY-LSLWCC-W/I0001","[MY-LSLWCC-W] Malaysia Wardah Colorfit Last All Day Lip Paint 10 Forever Mauve 4.2 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004588","Confirmed","SL","Pc(s)"
"MY-LSLWCF-W/I0001","MY-LSLWCF-W/I0001","[MY-LSLWCF-W] Malaysia Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004590","Confirmed","SL","Pc(s)"
"MY-LSLWCH-W/I0003","MY-LSLWCH-W/I0003","[MY-LSLWCH-W] Malaysia Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004592","Confirmed","SL","Pc(s)"
"MY-LSLWCJ-W/I0001","MY-LSLWCJ-W/I0001","[MY-LSLWCJ-W] Malaysia Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004594","Confirmed","SL","Pc(s)"
"MY-LSLWCK-W/I0001","MY-LSLWCK-W/I0001","[MY-LSLWCK-W] Malaysia Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004596","Confirmed","SL","Pc(s)"
"MY-LSLWCL-W/I0003","MY-LSLWCL-W/I0003","[MY-LSLWCL-W] Malaysia Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004598","Confirmed","SL","Pc(s)"
"MY-FWCFW100-W/I0001","MY-FWCFW100-W/I0001","[MY-FWCFW100-W] Malaysia Wardah Crystallure Moisture Rich Cleansing Foam 100 ml","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004600","Confirmed","SL","Pc(s)"
"MY-SRMRABS-KA/I0003","MY-SRMRABS-KA/I0003","[MY-SRMRABS-KA] Malaysia Kahf Advancing Beard & Hair Serum 30 ml","J6","2023-02-03","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004602","Confirmed","SL","Pc(s)"
"MY-LLLS04-EM/I0001","MY-LLLS04-EM/I0001","[MY-LLLS04-EM] Malaysia Emina Watercolor Lip Serum 04 Haze 2 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004604","Confirmed","SL","Pc(s)"
"MY-SRMRRYTEN2-W/I0004","MY-SRMRRYTEN2-W/I0004","[MY-SRMRRYTEN2-W] Malaysia Wardah Renew You Toner Essence 100 ml (Pc(s))","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004606","Confirmed","SL","Pc(s)"
"MY-MASKEXPMM-W/I0001","MY-MASKEXPMM-W/I0001","[MY-MASKEXPMM-W] Malaysia Wardah EYEXPERT Liftlast Waterproof Mascara 8 ml","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004608","Confirmed","SL","Pc(s)"
"MY-FTNDATE-W/I0002","MY-FTNDATE-W/I0002","[MY-FTNDATE-W] Malaysia Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004609","Confirmed","SL","Pc(s)"
"MY-LEMC12DP-W/I0004","MY-LEMC12DP-W/I0004","[MY-LEMC12DP-W] Malaysia Wardah Exclusive Matte Lip Cream 12 Plum It Up 4g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004611","Confirmed","SL","Pc(s)"
"MY-LEMC13DP-W/I0003","MY-LEMC13DP-W/I0003","[MY-LEMC13DP-W] Malaysia Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004613","Confirmed","SL","Pc(s)"
"MY-LEMC18DP-W/I0003","MY-LEMC18DP-W/I0003","[MY-LEMC18DP-W] Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g","J6","2023-01-31","2023-01-31","PTI: Jatake 6 - Kemas","MO/230004615","Confirmed","SL","Pc(s)"
"MY-BIPQSP11-W/I0001","MY-BIPQSP11-W/I0001","[MY-BIPQSP11-W] Malaysia Instaperfect QUICKMATTE Loose Powder 11 Fair Pink 9 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004617","Confirmed","SL","Pc(s)"
"MY-BIPQSP15-W/I0002","MY-BIPQSP15-W/I0002","[MY-BIPQSP15-W] Malaysia Instaperfect QUICKMATTE Loose Powder 43 Creme Sand 9 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004619","Confirmed","SL","Pc(s)"
"MY-MPBNC20-W/I0002","MY-MPBNC20-W/I0002","[MY-MPBNC20-W] Malaysia Wardah Perfect Bright Bright + Night Glow Night Moisturizer 20 ml","J6","2023-02-03","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004621","Confirmed","SL","Pc(s)"
"MY-FTBSE-EM/I0001","MY-FTBSE-EM/I0001","[MY-FTBSE-EM] Malaysia Emina Bright Stuff Exfoliating Toner 100 ml","J6","2023-02-02","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004622","Confirmed","SL","Pc(s)"
"MY-LPTMC01-MO/I0002","MY-LPTMC01-MO/I0002","[MY-LPTMC01-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004624","Confirmed","SL","Pc(s)"
"MY-LPTMC02-MO/I0002","MY-LPTMC02-MO/I0002","[MY-LPTMC02-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004626","Confirmed","SL","Pc(s)"
"MY-LPTMC03-MO/I0002","MY-LPTMC03-MO/I0002","[MY-LPTMC03-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004628","Confirmed","SL","Pc(s)"
"MY-LPTMC04-MO/I0002","MY-LPTMC04-MO/I0002","[MY-LPTMC04-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B04 Fearless 7 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004630","Confirmed","SL","Pc(s)"
"MY-LPTMC05-MO/I0002","MY-LPTMC05-MO/I0002","[MY-LPTMC05-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004632","Confirmed","SL","Pc(s)"
"MY-LPTMC06-MO/I0002","MY-LPTMC06-MO/I0002","[MY-LPTMC06-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004634","Confirmed","SL","Pc(s)"
"MY-LPTMC07-MO/I0002","MY-LPTMC07-MO/I0002","[MY-LPTMC07-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g","J6","2023-01-31","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004636","Confirmed","SL","Pc(s)"
"MY-LPTMC08-MO/I0002","MY-LPTMC08-MO/I0002","[MY-LPTMC08-MO] Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004638","Confirmed","SL","Pc(s)"
"MY-CUSPDMCW33-MO/I0001","MY-CUSPDMCW33-MO/I0001","[MY-CUSPDMCW33-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W33 Honey Beige 15 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004639","Confirmed","SL","Pc(s)"
"MY-CUSPDMCC41-MO/I0001","MY-CUSPDMCC41-MO/I0001","[MY-CUSPDMCC41-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C41 Cool Sand 15 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004641","Confirmed","SL","Pc(s)"
"MY-CUSPDMCW60-MO/I0001","MY-CUSPDMCW60-MO/I0001","[MY-CUSPDMCW60-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W60 Creme Cocoa 15 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004643","Confirmed","SL","Pc(s)"
"MY-PRMVCPM-MO/I0001","MY-PRMVCPM-MO/I0001","[MY-PRMVCPM-MO] Malaysia MAKE OVER Velvet Mattifying Primer 20 ml","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004645","Confirmed","SL","Pc(s)"
"MY-BPT06-MO/I0002","MY-BPT06-MO/I0002","[MY-BPT06-MO] Malaysia MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004648","Confirmed","SL","Pc(s)"
"MY-CUSR2EFC02-W/I0001","MY-CUSR2EFC02-W/I0001","[MY-CUSR2EFC02-W] Malaysia Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","J6","2023-01-31","2023-02-02","PTI: Jatake 6 - Kemas","MO/230004650","Confirmed","SL","Pc(s)"
"MY-FRRELF01-W/I0001","MY-FRRELF01-W/I0001","[MY-FRRELF01-W] Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml","J6","2023-02-01","2023-02-02","PTI: Jatake 6 - Kemas","MO/230004652","Confirmed","SL","Pc(s)"
"MY-FRRELF02-W/I0001","MY-FRRELF02-W/I0001","[MY-FRRELF02-W] Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004654","Confirmed","SL","Pc(s)"
"MY-FRRRELF05-W/I0001","MY-FRRRELF05-W/I0001","[MY-FRRRELF05-W] Malaysia Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml","J6","2023-02-03","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004656","Confirmed","SL","Pc(s)"
"MY-TCR2E01-W/I0001","MY-TCR2E01-W/I0001","[MY-TCR2E01-W] Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","J6","2023-01-30","2023-02-01","PTI: Jatake 6 - Kemas","MO/230004658","Confirmed","SL","Pc(s)"
"MY-TCR2E02-W/I0001","MY-TCR2E02-W/I0001","[MY-TCR2E02-W] Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004660","Confirmed","SL","Pc(s)"
"MY-TCR2E03-W/I0001","MY-TCR2E03-W/I0001","[MY-TCR2E03-W] Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g","J6","2023-02-02","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004662","Confirmed","SL","Pc(s)"
"MY-TCR2E04-W/I0001","MY-TCR2E04-W/I0001","[MY-TCR2E04-W] Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g","J6","2023-02-03","2023-02-06","PTI: Jatake 6 - Kemas","MO/230004665","Confirmed","SL","Pc(s)"
"P-IPRB-W/I0001","P-IPRB-W/I0001","[P-IPRB-W] Instaperfect Daily Glam Essentials Kit","J6","2023-02-01","2023-02-02","PTI: Jatake 6 - Kemas","MO/230005017","Confirmed","SL","Pc(s)"
"P-RPB03-W/I0001","P-RPB03-W/I0001","[P-RPB03-W] Wardah Bundling Package 2 Lightening","J6","2023-02-01","2023-02-02","PTI: Jatake 6 - Kemas","MO/230005018","Confirmed","SL","Pc(s)"
"P-RPB04-W/I0001","P-RPB04-W/I0001","[P-RPB04-W] Wardah Bundling Package 3 Colorfit","J6","2023-02-01","2023-02-03","PTI: Jatake 6 - Kemas","MO/230004667","Confirmed","SL","Pc(s)"
"TC-RR3LLF01-W/I0005","TC-RR3LLF01-W/I0005","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004497","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/I0010","TC-RR3LLF02-W/I0010","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004499","Confirmed","A","Pc(s)"
"TC-RR3LLF03-W/I0005","TC-RR3LLF03-W/I0005","[TC-RR3LLF03-W] Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004501","Confirmed","A","Pc(s)"
"TC-RR3LLF04-W/I0006","TC-RR3LLF04-W/I0006","[TC-RR3LLF04-W] Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004502","Confirmed","A","Pc(s)"
"TC-RR3LLF05-W/I0004","TC-RR3LLF05-W/I0004","[TC-RR3LLF05-W] Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004504","Confirmed","A","Pc(s)"
"TC-RR3LLF05-W/I0005","TC-RR3LLF05-W/I0005","[TC-RR3LLF05-W] Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g","P","2023-01-31","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004506","Confirmed","A","Pc(s)"
"TC-RR3LLF06-W/I0003","TC-RR3LLF06-W/I0003","[TC-RR3LLF06-W] Wardah Refill Lightening Powder Foundation Light Feel 06 Ivory 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004508","Confirmed","A","Pc(s)"
"TC-W3RELB2-W12G/I0005","TC-W3RELB2-W12G/I0005","[TC-W3RELB2-W12G] Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004510","Confirmed","A","Pc(s)"
"TC-W3RELI3-W12G/I0007","TC-W3RELI3-W12G/I0007","[TC-W3RELI3-W12G] Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004512","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/I0005","TC-PMC21-MO12G/I0005","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004514","Confirmed","A","Pc(s)"
"TC-PMC31-MO/I0002","TC-PMC31-MO/I0002","[TC-PMC31-MO] MAKE OVER Powerstay Matte Powder Foundation C31 Pink Beige 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004516","Confirmed","A","Pc(s)"
"TC-PMN10-MO12G/I0005","TC-PMN10-MO12G/I0005","[TC-PMN10-MO12G] MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004518","Confirmed","A","Pc(s)"
"TC-PMN10-MO12G/I0006","TC-PMN10-MO12G/I0006","[TC-PMN10-MO12G] MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","P","2023-01-31","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004520","Confirmed","A","Pc(s)"
"TC-PMN20-MO/I0004","TC-PMN20-MO/I0004","[TC-PMN20-MO] MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004522","Confirmed","A","Pc(s)"
"TC-PMW30-MO/I0004","TC-PMW30-MO/I0004","[TC-PMW30-MO] MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004524","Confirmed","A","Pc(s)"
"TC-PMW41-MO12G/I0006","TC-PMW41-MO12G/I0006","[TC-PMW41-MO12G] MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004526","Confirmed","A","Pc(s)"
"TC-RPC05-MO12G/I0003","TC-RPC05-MO12G/I0003","[TC-RPC05-MO12G] MAKE OVER Perfect Cover Refill TWC 05 Cinnamon 12 g (pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004528","Confirmed","A","Pc(s)"
"TC-PC02-MO12G/I0003","TC-PC02-MO12G/I0003","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004530","Confirmed","A","Pc(s)"
"TC-PC04-MO12G/I0003","TC-PC04-MO12G/I0003","[TC-PC04-MO12G] MAKE OVER Perfect Cover TWC 04 Desert 12 g (pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004533","Confirmed","A","Pc(s)"
"TC-PC05-MO12G/I0004","TC-PC05-MO12G/I0004","[TC-PC05-MO12G] MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004535","Confirmed","A","Pc(s)"
"TC-PMN40-MO/I0002","TC-PMN40-MO/I0002","[TC-PMN40-MO] MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004537","Confirmed","A","Pc(s)"
"TC-RPC04-MO12G/I0010","TC-RPC04-MO12G/I0010","[TC-RPC04-MO12G] MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (pc(s))","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004539","Confirmed","A","Pc(s)"
"TC-PC04-MO12G/I0004","TC-PC04-MO12G/I0004","[TC-PC04-MO12G] MAKE OVER Perfect Cover TWC 04 Desert 12 g (pc(s))","P","2023-01-31","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004541","Confirmed","A","Pc(s)"
"TC-PC04-MO12G/I0005","TC-PC04-MO12G/I0005","[TC-PC04-MO12G] MAKE OVER Perfect Cover TWC 04 Desert 12 g (pc(s))","P","2023-02-01","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004543","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/I0010","TC-PMN30-MO12G/I0010","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2023-02-02","2023-02-04","PTI: Jatake 1 - Kemas","MO/230004545","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/I0011","TC-PMN30-MO12G/I0011","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2023-02-03","2023-02-04","PTI: Jatake 1 - Kemas","MO/230004547","Confirmed","A","Pc(s)"
"TC-PMW42-MO12G/I0002","TC-PMW42-MO12G/I0002","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2023-02-06","2023-02-07","PTI: Jatake 1 - Kemas","MO/230004549","Confirmed","A","Pc(s)"
"TC-RPC03-MO12G/I0007","TC-RPC03-MO12G/I0007","[TC-RPC03-MO12G] MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (pc(s))","P","2023-02-01","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004551","Confirmed","A","Pc(s)"
"TC-RPC03-MO12G/I0007","MO-TC-PC03-BULK/I0012","[TC-PC03-BULK] PERFECT COVER TWC 03 MAPLE","P","2023-01-28","2023-02-03","PTI: Jatake 1 - Olah","MO/230005024","Confirmed","A","kg"
"TC-RPC03-MO12G/I0008","TC-RPC03-MO12G/I0008","[TC-RPC03-MO12G] MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (pc(s))","P","2023-02-01","2023-02-03","PTI: Jatake 1 - Kemas","MO/230004553","Confirmed","A","Pc(s)"
